domain,length,segments
froya.no,3,2
frøya.no,3,2
xn--frya-hra.no,3,2
fusa.no,3,2
fyresdal.no,3,2
forde.no,3,2
xn--frde-gra.no,3,2
førde.no,3,2
gamvik.no,3,2
gangaviika.no,3,2
gáŋgaviika.no,3,2
xn--ggaviika-8ya47h.no,3,2
gaular.no,3,2
gausdal.no,3,2
gildeskal.no,3,2
gildeskål.no,3,2
xn--gildeskl-g0a.no,3,2
giske.no,3,2
gjemnes.no,3,2
gjerdrum.no,3,2
gjerstad.no,3,2
gjesdal.no,3,2
gjovik.no,3,2
gjøvik.no,3,2
xn--gjvik-wua.no,3,2
gloppen.no,3,2
gol.no,3,2
gran.no,3,2
grane.no,3,2
granvin.no,3,2
gratangen.no,3,2
grimstad.no,3,2
grong.no,3,2
kraanghke.no,3,2
xn--kranghke-b0a.no,3,2
kråanghke.no,3,2
grue.no,3,2
gulen.no,3,2
hadsel.no,3,2
halden.no,3,2
halsa.no,3,2
hamar.no,3,2
hamaroy.no,3,2
habmer.no,3,2
xn--hbmer-xqa.no,3,2
hábmer.no,3,2
hapmir.no,3,2
hápmir.no,3,2
xn--hpmir-xqa.no,3,2
hammerfest.no,3,2
hammarfeasta.no,3,2
xn--hmmrfeasta-s4ac.no,3,2
hámmárfeasta.no,3,2
haram.no,3,2
hareid.no,3,2
harstad.no,3,2
hasvik.no,3,2
aknoluokta.no,3,2
xn--koluokta-7ya57h.no,3,2
ákŋoluokta.no,3,2
hattfjelldal.no,3,2
aarborte.no,3,2
haugesund.no,3,2
hemne.no,3,2
hemnes.no,3,2
hemsedal.no,3,2
heroy.more-og-romsdal.no,4,3
xn--hery-ira.xn--mre-og-romsdal-qqb.no,4,3
herøy.møre-og-romsdal.no,4,3
heroy.nordland.no,4,3
xn--hery-ira.nordland.no,4,3
herøy.nordland.no,4,3
hitra.no,3,2
hjartdal.no,3,2
hjelmeland.no,3,2
hobol.no,3,2
xn--hobl-ira.no,3,2
hobøl.no,3,2
hof.no,3,2
hol.no,3,2
hole.no,3,2
holmestrand.no,3,2
holtalen.no,3,2
holtålen.no,3,2
xn--holtlen-hxa.no,3,2
hornindal.no,3,2
horten.no,3,2
hurdal.no,3,2
hurum.no,3,2
hvaler.no,3,2
hyllestad.no,3,2
hagebostad.no,3,2
hægebostad.no,3,2
xn--hgebostad-g3a.no,3,2
hoyanger.no,3,2
xn--hyanger-q1a.no,3,2
høyanger.no,3,2
hoylandet.no,3,2
xn--hylandet-54a.no,3,2
høylandet.no,3,2
ha.no,3,2
hå.no,3,2
xn--h-2fa.no,3,2
ibestad.no,3,2
inderoy.no,3,2
xn--indery-fya.no,3,2
inderøy.no,3,2
iveland.no,3,2
jevnaker.no,3,2
jondal.no,3,2
jolster.no,3,2
jølster.no,3,2
xn--jlster-bya.no,3,2
karasjok.no,3,2
karasjohka.no,3,2
xn--krjohka-hwab49j.no,3,2
kárášjohka.no,3,2
karlsoy.no,3,2
galsa.no,3,2
xn--gls-elac.no,3,2
gálsá.no,3,2
karmoy.no,3,2
karmøy.no,3,2
xn--karmy-yua.no,3,2
kautokeino.no,3,2
guovdageaidnu.no,3,2
klepp.no,3,2
klabu.no,3,2
xn--klbu-woa.no,3,2
klæbu.no,3,2
kongsberg.no,3,2
kongsvinger.no,3,2
kragero.no,3,2
kragerø.no,3,2
xn--krager-gya.no,3,2
kristiansand.no,3,2
kristiansund.no,3,2
krodsherad.no,3,2
krødsherad.no,3,2
xn--krdsherad-m8a.no,3,2
kvalsund.no,3,2
rahkkeravju.no,3,2
xn--rhkkervju-01af.no,3,2
ráhkkerávju.no,3,2
kvam.no,3,2
kvinesdal.no,3,2
kvinnherad.no,3,2
kviteseid.no,3,2
kvitsoy.no,3,2
xn--kvitsy-fya.no,3,2
kvitsøy.no,3,2
kvafjord.no,3,2
xn--kvfjord-nxa.no,3,2
kvæfjord.no,3,2
giehtavuoatna.no,3,2
kvanangen.no,3,2
kvænangen.no,3,2
xn--kvnangen-k0a.no,3,2
navuotna.no,3,2
návuotna.no,3,2
xn--nvuotna-hwa.no,3,2
kafjord.no,3,2
xn--kfjord-iua.no,3,2
kåfjord.no,3,2
gaivuotna.no,3,2
xn--givuotna-8ya.no,3,2
gáivuotna.no,3,2
larvik.no,3,2
lavangen.no,3,2
lavagis.no,3,2
loabat.no,3,2
xn--loabt-0qa.no,3,2
loabát.no,3,2
lebesby.no,3,2
davvesiida.no,3,2
leikanger.no,3,2
leirfjord.no,3,2
leka.no,3,2
leksvik.no,3,2
lenvik.no,3,2
leangaviika.no,3,2
leaŋgaviika.no,3,2
xn--leagaviika-52b.no,3,2
lesja.no,3,2
levanger.no,3,2
lier.no,3,2
lierne.no,3,2
lillehammer.no,3,2
lillesand.no,3,2
lindesnes.no,3,2
lindas.no,3,2
xn--linds-pra.no,3,2
lindås.no,3,2
lom.no,3,2
loppa.no,3,2
lahppi.no,3,2
xn--lhppi-xqa.no,3,2
láhppi.no,3,2
lund.no,3,2
lunner.no,3,2
luroy.no,3,2
xn--lury-ira.no,3,2
lurøy.no,3,2
luster.no,3,2
lyngdal.no,3,2
lyngen.no,3,2
ivgu.no,3,2
lardal.no,3,2
lerdal.no,3,2
xn--lrdal-sra.no,3,2
lærdal.no,3,2
lodingen.no,3,2
lødingen.no,3,2
xn--ldingen-q1a.no,3,2
lorenskog.no,3,2
lørenskog.no,3,2
xn--lrenskog-54a.no,3,2
loten.no,3,2
løten.no,3,2
xn--lten-gra.no,3,2
malvik.no,3,2
masoy.no,3,2
xn--msy-ula0h.no,3,2
måsøy.no,3,2
muosat.no,3,2
xn--muost-0qa.no,3,2
muosát.no,3,2
mandal.no,3,2
marker.no,3,2
marnardal.no,3,2
masfjorden.no,3,2
meland.no,3,2
meldal.no,3,2
melhus.no,3,2
meloy.no,3,2
xn--mely-ira.no,3,2
meløy.no,3,2
meraker.no,3,2
meråker.no,3,2
xn--merker-kua.no,3,2
moareke.no,3,2
xn--moreke-jua.no,3,2
moåreke.no,3,2
midsund.no,3,2
midtre-gauldal.no,3,2
modalen.no,3,2
modum.no,3,2
molde.no,3,2
moskenes.no,3,2
moss.no,3,2
mosvik.no,3,2
malselv.no,3,2
målselv.no,3,2
xn--mlselv-iua.no,3,2
malatvuopmi.no,3,2
xn--mlatvuopmi-s4a.no,3,2
málatvuopmi.no,3,2
namdalseid.no,3,2
aejrie.no,3,2
namsos.no,3,2
namsskogan.no,3,2
naamesjevuemie.no,3,2
nååmesjevuemie.no,3,2
xn--nmesjevuemie-tcba.no,3,2
laakesvuemie.no,3,2
nannestad.no,3,2
narvik.no,3,2
narviika.no,3,2
naustdal.no,3,2
nedre-eiker.no,3,2
nes.akershus.no,4,3
nes.buskerud.no,4,3
nesna.no,3,2
nesodden.no,3,2
nesseby.no,3,2
unjarga.no,3,2
xn--unjrga-rta.no,3,2
unjárga.no,3,2
nesset.no,3,2
nissedal.no,3,2
nittedal.no,3,2
nord-aurdal.no,3,2
nord-fron.no,3,2
nord-odal.no,3,2
norddal.no,3,2
nordkapp.no,3,2
davvenjarga.no,3,2
xn--davvenjrga-y4a.no,3,2
davvenjárga.no,3,2
nordre-land.no,3,2
nordreisa.no,3,2
raisa.no,3,2
ráisa.no,3,2
xn--risa-5na.no,3,2
nore-og-uvdal.no,3,2
notodden.no,3,2
naroy.no,3,2
xn--nry-yla5g.no,3,2
nærøy.no,3,2
notteroy.no,3,2
xn--nttery-byae.no,3,2
nøtterøy.no,3,2
odda.no,3,2
oksnes.no,3,2
xn--ksnes-uua.no,3,2
øksnes.no,3,2
oppdal.no,3,2
oppegard.no,3,2
oppegård.no,3,2
xn--oppegrd-ixa.no,3,2
orkdal.no,3,2
orland.no,3,2
xn--rland-uua.no,3,2
ørland.no,3,2
orskog.no,3,2
ørskog.no,3,2
xn--rskog-uua.no,3,2
orsta.no,3,2
xn--rsta-fra.no,3,2
ørsta.no,3,2
os.hedmark.no,4,3
os.hordaland.no,4,3
osen.no,3,2
osteroy.no,3,2
osterøy.no,3,2
xn--ostery-fya.no,3,2
ostre-toten.no,3,2
xn--stre-toten-zcb.no,3,2
østre-toten.no,3,2
overhalla.no,3,2
ovre-eiker.no,3,2
øvre-eiker.no,3,2
xn--vre-eiker-k8a.no,3,2
oyer.no,3,2
xn--yer-zna.no,3,2
øyer.no,3,2
oygarden.no,3,2
øygarden.no,3,2
xn--ygarden-p1a.no,3,2
oystre-slidre.no,3,2
øystre-slidre.no,3,2
xn--ystre-slidre-ujb.no,3,2
porsanger.no,3,2
porsangu.no,3,2
xn--porsgu-sta26f.no,3,2
porsáŋgu.no,3,2
porsgrunn.no,3,2
radoy.no,3,2
xn--rady-ira.no,3,2
radøy.no,3,2
rakkestad.no,3,2
rana.no,3,2
ruovat.no,3,2
randaberg.no,3,2
rauma.no,3,2
rendalen.no,3,2
rennebu.no,3,2
rennesoy.no,3,2
xn--rennesy-v1a.no,3,2
rennesøy.no,3,2
rindal.no,3,2
ringebu.no,3,2
ringerike.no,3,2
ringsaker.no,3,2
rissa.no,3,2
risor.no,3,2
xn--risr-ira.no,3,2
risør.no,3,2
roan.no,3,2
rollag.no,3,2
rygge.no,3,2
ralingen.no,3,2
rælingen.no,3,2
xn--rlingen-mxa.no,3,2
rodoy.no,3,2
xn--rdy-0nab.no,3,2
rødøy.no,3,2
romskog.no,3,2
xn--rmskog-bya.no,3,2
rømskog.no,3,2
roros.no,3,2
xn--rros-gra.no,3,2
røros.no,3,2
rost.no,3,2
xn--rst-0na.no,3,2
røst.no,3,2
royken.no,3,2
xn--ryken-vua.no,3,2
røyken.no,3,2
royrvik.no,3,2
xn--ryrvik-bya.no,3,2
røyrvik.no,3,2
rade.no,3,2
råde.no,3,2
xn--rde-ula.no,3,2
salangen.no,3,2
siellak.no,3,2
saltdal.no,3,2
salat.no,3,2
sálát.no,3,2
xn--slt-elab.no,3,2
xn--slat-5na.no,3,2
sálat.no,3,2
samnanger.no,3,2
sande.more-og-romsdal.no,4,3
sande.xn--mre-og-romsdal-qqb.no,4,3
sande.møre-og-romsdal.no,4,3
sande.vestfold.no,4,3
sandefjord.no,3,2
sandnes.no,3,2
sandoy.no,3,2
xn--sandy-yua.no,3,2
sandøy.no,3,2
sarpsborg.no,3,2
sauda.no,3,2
sauherad.no,3,2
sel.no,3,2
selbu.no,3,2
selje.no,3,2
seljord.no,3,2
sigdal.no,3,2
siljan.no,3,2
sirdal.no,3,2
skaun.no,3,2
skedsmo.no,3,2
ski.no,3,2
skien.no,3,2
skiptvet.no,3,2
skjervoy.no,3,2
skjervøy.no,3,2
xn--skjervy-v1a.no,3,2
skierva.no,3,2
xn--skierv-uta.no,3,2
skiervá.no,3,2
skjak.no,3,2
skjåk.no,3,2
xn--skjk-soa.no,3,2
skodje.no,3,2
skanland.no,3,2
skånland.no,3,2
xn--sknland-fxa.no,3,2
skanit.no,3,2
skánit.no,3,2
xn--sknit-yqa.no,3,2
smola.no,3,2
xn--smla-hra.no,3,2
smøla.no,3,2
snillfjord.no,3,2
snasa.no,3,2
snåsa.no,3,2
xn--snsa-roa.no,3,2
snoasa.no,3,2
snaase.no,3,2
snåase.no,3,2
xn--snase-nra.no,3,2
sogndal.no,3,2
sokndal.no,3,2
sola.no,3,2
solund.no,3,2
songdalen.no,3,2
sortland.no,3,2
spydeberg.no,3,2
stange.no,3,2
stavanger.no,3,2
steigen.no,3,2
steinkjer.no,3,2
stjordal.no,3,2
xn--stjrdal-s1a.no,3,2
stjørdal.no,3,2
stokke.no,3,2
stor-elvdal.no,3,2
stord.no,3,2
stordal.no,3,2
storfjord.no,3,2
omasvuotna.no,3,2
strand.no,3,2
stranda.no,3,2
stryn.no,3,2
sula.no,3,2
suldal.no,3,2
sund.no,3,2
sunndal.no,3,2
surnadal.no,3,2
sveio.no,3,2
svelvik.no,3,2
sykkylven.no,3,2
sogne.no,3,2
xn--sgne-gra.no,3,2
søgne.no,3,2
somna.no,3,2
sømna.no,3,2
xn--smna-gra.no,3,2
sondre-land.no,3,2
søndre-land.no,3,2
xn--sndre-land-0cb.no,3,2
sor-aurdal.no,3,2
xn--sr-aurdal-l8a.no,3,2
sør-aurdal.no,3,2
sor-fron.no,3,2
sør-fron.no,3,2
xn--sr-fron-q1a.no,3,2
sor-odal.no,3,2
xn--sr-odal-q1a.no,3,2
sør-odal.no,3,2
sor-varanger.no,3,2
sør-varanger.no,3,2
xn--sr-varanger-ggb.no,3,2
matta-varjjat.no,3,2
xn--mtta-vrjjat-k7af.no,3,2
mátta-várjjat.no,3,2
sorfold.no,3,2
xn--srfold-bya.no,3,2
sørfold.no,3,2
sorreisa.no,3,2
xn--srreisa-q1a.no,3,2
sørreisa.no,3,2
sorum.no,3,2
xn--srum-gra.no,3,2
sørum.no,3,2
tana.no,3,2
deatnu.no,3,2
time.no,3,2
tingvoll.no,3,2
tinn.no,3,2
tjeldsund.no,3,2
dielddanuorri.no,3,2
tjome.no,3,2
tjøme.no,3,2
xn--tjme-hra.no,3,2
tokke.no,3,2
tolga.no,3,2
torsken.no,3,2
tranoy.no,3,2
xn--trany-yua.no,3,2
tranøy.no,3,2
tromso.no,3,2
xn--troms-zua.no,3,2
tromsø.no,3,2
tromsa.no,3,2
romsa.no,3,2
trondheim.no,3,2
troandin.no,3,2
trysil.no,3,2
trana.no,3,2
xn--trna-woa.no,3,2
træna.no,3,2
trogstad.no,3,2
xn--trgstad-r1a.no,3,2
trøgstad.no,3,2
tvedestrand.no,3,2
tydal.no,3,2
tynset.no,3,2
tysfjord.no,3,2
divtasvuodna.no,3,2
divttasvuotna.no,3,2
tysnes.no,3,2
tysvar.no,3,2
tysvær.no,3,2
xn--tysvr-vra.no,3,2
tonsberg.no,3,2
tønsberg.no,3,2
xn--tnsberg-q1a.no,3,2
ullensaker.no,3,2
ullensvang.no,3,2
ulvik.no,3,2
utsira.no,3,2
vadso.no,3,2
xn--vads-jra.no,3,2
vadsø.no,3,2
cahcesuolo.no,3,2
xn--hcesuolo-7ya35b.no,3,2
čáhcesuolo.no,3,2
vaksdal.no,3,2
valle.no,3,2
vang.no,3,2
vanylven.no,3,2
vardo.no,3,2
vardø.no,3,2
xn--vard-jra.no,3,2
varggat.no,3,2
xn--vrggt-xqad.no,3,2
várggát.no,3,2
vefsn.no,3,2
vaapste.no,3,2
vega.no,3,2
vegarshei.no,3,2
vegårshei.no,3,2
xn--vegrshei-c0a.no,3,2
vennesla.no,3,2
verdal.no,3,2
verran.no,3,2
vestby.no,3,2
vestnes.no,3,2
vestre-slidre.no,3,2
vestre-toten.no,3,2
vestvagoy.no,3,2
xn--vestvgy-ixa6o.no,3,2
vestvågøy.no,3,2
vevelstad.no,3,2
vik.no,3,2
vikna.no,3,2
vindafjord.no,3,2
volda.no,3,2
voss.no,3,2
varoy.no,3,2
xn--vry-yla5g.no,3,2
værøy.no,3,2
vagan.no,3,2
vågan.no,3,2
xn--vgan-qoa.no,3,2
voagat.no,3,2
vagsoy.no,3,2
xn--vgsy-qoa0j.no,3,2
vågsøy.no,3,2
vaga.no,3,2
vågå.no,3,2
xn--vg-yiab.no,3,2
valer.ostfold.no,4,3
xn--vler-qoa.xn--stfold-9xa.no,4,3
våler.østfold.no,4,3
valer.hedmark.no,4,3
xn--vler-qoa.hedmark.no,4,3
våler.hedmark.no,4,3
np,3,1
nr,2,1
biz.nr,3,2
info.nr,3,2
gov.nr,3,2
edu.nr,3,2
org.nr,3,2
net.nr,3,2
com.nr,3,2
nu,2,1
nz,2,1
ac.nz,3,2
co.nz,3,2
cri.nz,3,2
geek.nz,3,2
gen.nz,3,2
govt.nz,3,2
health.nz,3,2
iwi.nz,3,2
kiwi.nz,3,2
maori.nz,3,2
mil.nz,3,2
xn--mori-qsa.nz,3,2
māori.nz,3,2
net.nz,3,2
org.nz,3,2
parliament.nz,3,2
school.nz,3,2
om,2,1
co.om,3,2
com.om,3,2
edu.om,3,2
gov.om,3,2
med.om,3,2
museum.om,3,2
net.om,3,2
org.om,3,2
pro.om,3,2
onion,2,1
org,2,1
pa,2,1
ac.pa,3,2
gob.pa,3,2
com.pa,3,2
org.pa,3,2
sld.pa,3,2
edu.pa,3,2
net.pa,3,2
ing.pa,3,2
abo.pa,3,2
med.pa,3,2
nom.pa,3,2
pe,2,1
edu.pe,3,2
gob.pe,3,2
nom.pe,3,2
mil.pe,3,2
org.pe,3,2
com.pe,3,2
net.pe,3,2
pf,2,1
com.pf,3,2
org.pf,3,2
edu.pf,3,2
pg,3,1
ph,2,1
com.ph,3,2
net.ph,3,2
org.ph,3,2
gov.ph,3,2
edu.ph,3,2
ngo.ph,3,2
mil.ph,3,2
i.ph,3,2
pk,2,1
com.pk,3,2
net.pk,3,2
edu.pk,3,2
org.pk,3,2
fam.pk,3,2
biz.pk,3,2
web.pk,3,2
gov.pk,3,2
gob.pk,3,2
gok.pk,3,2
gon.pk,3,2
gop.pk,3,2
gos.pk,3,2
info.pk,3,2
pl,2,1
com.pl,3,2
net.pl,3,2
org.pl,3,2
aid.pl,3,2
agro.pl,3,2
atm.pl,3,2
auto.pl,3,2
biz.pl,3,2
edu.pl,3,2
gmina.pl,3,2
gsm.pl,3,2
info.pl,3,2
mail.pl,3,2
miasta.pl,3,2
media.pl,3,2
mil.pl,3,2
nieruchomosci.pl,3,2
nom.pl,3,2
pc.pl,3,2
powiat.pl,3,2
priv.pl,3,2
realestate.pl,3,2
rel.pl,3,2
sex.pl,3,2
shop.pl,3,2
sklep.pl,3,2
sos.pl,3,2
szkola.pl,3,2
targi.pl,3,2
tm.pl,3,2
tourism.pl,3,2
travel.pl,3,2
turystyka.pl,3,2
gov.pl,3,2
ap.gov.pl,4,3
ic.gov.pl,4,3
is.gov.pl,4,3
us.gov.pl,4,3
kmpsp.gov.pl,4,3
kppsp.gov.pl,4,3
kwpsp.gov.pl,4,3
psp.gov.pl,4,3
wskr.gov.pl,4,3
kwp.gov.pl,4,3
mw.gov.pl,4,3
ug.gov.pl,4,3
um.gov.pl,4,3
umig.gov.pl,4,3
ugim.gov.pl,4,3
upow.gov.pl,4,3
uw.gov.pl,4,3
starostwo.gov.pl,4,3
pa.gov.pl,4,3
po.gov.pl,4,3
psse.gov.pl,4,3
pup.gov.pl,4,3
rzgw.gov.pl,4,3
sa.gov.pl,4,3
so.gov.pl,4,3
sr.gov.pl,4,3
wsa.gov.pl,4,3
sko.gov.pl,4,3
uzs.gov.pl,4,3
wiih.gov.pl,4,3
winb.gov.pl,4,3
pinb.gov.pl,4,3
wios.gov.pl,4,3
witd.gov.pl,4,3
wzmiuw.gov.pl,4,3
piw.gov.pl,4,3
wiw.gov.pl,4,3
griw.gov.pl,4,3
wif.gov.pl,4,3
oum.gov.pl,4,3
sdn.gov.pl,4,3
zp.gov.pl,4,3
uppo.gov.pl,4,3
mup.gov.pl,4,3
wuoz.gov.pl,4,3
konsulat.gov.pl,4,3
oirm.gov.pl,4,3
augustow.pl,3,2
babia-gora.pl,3,2
bedzin.pl,3,2
beskidy.pl,3,2
bialowieza.pl,3,2
bialystok.pl,3,2
bielawa.pl,3,2
bieszczady.pl,3,2
boleslawiec.pl,3,2
bydgoszcz.pl,3,2
bytom.pl,3,2
cieszyn.pl,3,2
czeladz.pl,3,2
czest.pl,3,2
dlugoleka.pl,3,2
elblag.pl,3,2
elk.pl,3,2
glogow.pl,3,2
gniezno.pl,3,2
gorlice.pl,3,2
grajewo.pl,3,2
ilawa.pl,3,2
jaworzno.pl,3,2
jelenia-gora.pl,3,2
jgora.pl,3,2
kalisz.pl,3,2
kazimierz-dolny.pl,3,2
karpacz.pl,3,2
kartuzy.pl,3,2
kaszuby.pl,3,2
katowice.pl,3,2
kepno.pl,3,2
ketrzyn.pl,3,2
klodzko.pl,3,2
kobierzyce.pl,3,2
kolobrzeg.pl,3,2
konin.pl,3,2
konskowola.pl,3,2
kutno.pl,3,2
lapy.pl,3,2
lebork.pl,3,2
legnica.pl,3,2
lezajsk.pl,3,2
limanowa.pl,3,2
lomza.pl,3,2
lowicz.pl,3,2
lubin.pl,3,2
lukow.pl,3,2
malbork.pl,3,2
malopolska.pl,3,2
mazowsze.pl,3,2
mazury.pl,3,2
mielec.pl,3,2
mielno.pl,3,2
mragowo.pl,3,2
naklo.pl,3,2
nowaruda.pl,3,2
nysa.pl,3,2
olawa.pl,3,2
olecko.pl,3,2
olkusz.pl,3,2
olsztyn.pl,3,2
opoczno.pl,3,2
opole.pl,3,2
ostroda.pl,3,2
ostroleka.pl,3,2
ostrowiec.pl,3,2
ostrowwlkp.pl,3,2
pila.pl,3,2
pisz.pl,3,2
podhale.pl,3,2
podlasie.pl,3,2
polkowice.pl,3,2
pomorze.pl,3,2
pomorskie.pl,3,2
prochowice.pl,3,2
pruszkow.pl,3,2
przeworsk.pl,3,2
pulawy.pl,3,2
radom.pl,3,2
rawa-maz.pl,3,2
rybnik.pl,3,2
rzeszow.pl,3,2
sanok.pl,3,2
sejny.pl,3,2
slask.pl,3,2
slupsk.pl,3,2
sosnowiec.pl,3,2
stalowa-wola.pl,3,2
skoczow.pl,3,2
starachowice.pl,3,2
stargard.pl,3,2
suwalki.pl,3,2
swidnica.pl,3,2
swiebodzin.pl,3,2
swinoujscie.pl,3,2
szczecin.pl,3,2
szczytno.pl,3,2
tarnobrzeg.pl,3,2
tgory.pl,3,2
turek.pl,3,2
tychy.pl,3,2
ustka.pl,3,2
walbrzych.pl,3,2
warmia.pl,3,2
warszawa.pl,3,2
waw.pl,3,2
wegrow.pl,3,2
wielun.pl,3,2
wlocl.pl,3,2
wloclawek.pl,3,2
wodzislaw.pl,3,2
wolomin.pl,3,2
wroclaw.pl,3,2
zachpomor.pl,3,2
zagan.pl,3,2
zarow.pl,3,2
zgora.pl,3,2
zgorzelec.pl,3,2
pm,2,1
pn,2,1
gov.pn,3,2
co.pn,3,2
org.pn,3,2
edu.pn,3,2
net.pn,3,2
post,2,1
pr,2,1
com.pr,3,2
net.pr,3,2
org.pr,3,2
gov.pr,3,2
edu.pr,3,2
isla.pr,3,2
pro.pr,3,2
biz.pr,3,2
info.pr,3,2
name.pr,3,2
est.pr,3,2
prof.pr,3,2
ac.pr,3,2
pro,2,1
aaa.pro,3,2
aca.pro,3,2
acct.pro,3,2
avocat.pro,3,2
bar.pro,3,2
cpa.pro,3,2
eng.pro,3,2
jur.pro,3,2
law.pro,3,2
med.pro,3,2
recht.pro,3,2
ps,2,1
edu.ps,3,2
gov.ps,3,2
sec.ps,3,2
plo.ps,3,2
com.ps,3,2
org.ps,3,2
net.ps,3,2
pt,2,1
net.pt,3,2
gov.pt,3,2
org.pt,3,2
edu.pt,3,2
int.pt,3,2
publ.pt,3,2
com.pt,3,2
nome.pt,3,2
pw,2,1
co.pw,3,2
ne.pw,3,2
or.pw,3,2
ed.pw,3,2
go.pw,3,2
belau.pw,3,2
py,2,1
com.py,3,2
coop.py,3,2
edu.py,3,2
gov.py,3,2
mil.py,3,2
net.py,3,2
org.py,3,2
qa,2,1
com.qa,3,2
edu.qa,3,2
gov.qa,3,2
mil.qa,3,2
name.qa,3,2
net.qa,3,2
org.qa,3,2
sch.qa,3,2
re,2,1
asso.re,3,2
com.re,3,2
nom.re,3,2
ro,2,1
arts.ro,3,2
com.ro,3,2
firm.ro,3,2
info.ro,3,2
nom.ro,3,2
nt.ro,3,2
org.ro,3,2
rec.ro,3,2
store.ro,3,2
tm.ro,3,2
www.ro,3,2
rs,2,1
ac.rs,3,2
co.rs,3,2
edu.rs,3,2
gov.rs,3,2
in.rs,3,2
org.rs,3,2
ru,2,1
ac.ru,3,2
edu.ru,3,2
gov.ru,3,2
int.ru,3,2
mil.ru,3,2
test.ru,3,2
rw,2,1
gov.rw,3,2
net.rw,3,2
edu.rw,3,2
ac.rw,3,2
com.rw,3,2
co.rw,3,2
int.rw,3,2
mil.rw,3,2
gouv.rw,3,2
sa,2,1
com.sa,3,2
net.sa,3,2
org.sa,3,2
gov.sa,3,2
med.sa,3,2
pub.sa,3,2
edu.sa,3,2
sch.sa,3,2
sb,2,1
com.sb,3,2
edu.sb,3,2
gov.sb,3,2
net.sb,3,2
org.sb,3,2
sc,2,1
com.sc,3,2
gov.sc,3,2
net.sc,3,2
org.sc,3,2
edu.sc,3,2
sd,2,1
com.sd,3,2
net.sd,3,2
org.sd,3,2
edu.sd,3,2
med.sd,3,2
tv.sd,3,2
gov.sd,3,2
info.sd,3,2
se,2,1
a.se,3,2
ac.se,3,2
b.se,3,2
bd.se,3,2
brand.se,3,2
c.se,3,2
d.se,3,2
e.se,3,2
f.se,3,2
fh.se,3,2
fhsk.se,3,2
fhv.se,3,2
g.se,3,2
h.se,3,2
i.se,3,2
k.se,3,2
komforb.se,3,2
kommunalforbund.se,3,2
komvux.se,3,2
l.se,3,2
lanbib.se,3,2
m.se,3,2
n.se,3,2
naturbruksgymn.se,3,2
o.se,3,2
org.se,3,2
p.se,3,2
parti.se,3,2
pp.se,3,2
press.se,3,2
r.se,3,2
s.se,3,2
t.se,3,2
tm.se,3,2
u.se,3,2
w.se,3,2
x.se,3,2
y.se,3,2
z.se,3,2
sg,2,1
com.sg,3,2
net.sg,3,2
org.sg,3,2
gov.sg,3,2
edu.sg,3,2
per.sg,3,2
sh,2,1
com.sh,3,2
net.sh,3,2
gov.sh,3,2
org.sh,3,2
mil.sh,3,2
si,2,1
sj,2,1
sk,2,1
sl,2,1
com.sl,3,2
net.sl,3,2
edu.sl,3,2
gov.sl,3,2
org.sl,3,2
sm,2,1
sn,2,1
art.sn,3,2
com.sn,3,2
edu.sn,3,2
gouv.sn,3,2
org.sn,3,2
perso.sn,3,2
univ.sn,3,2
so,2,1
com.so,3,2
net.so,3,2
org.so,3,2
sr,2,1
st,2,1
co.st,3,2
com.st,3,2
consulado.st,3,2
edu.st,3,2
embaixada.st,3,2
gov.st,3,2
mil.st,3,2
net.st,3,2
org.st,3,2
principe.st,3,2
saotome.st,3,2
store.st,3,2
su,2,1
sv,2,1
com.sv,3,2
edu.sv,3,2
gob.sv,3,2
org.sv,3,2
red.sv,3,2
sx,2,1
gov.sx,3,2
sy,2,1
edu.sy,3,2
gov.sy,3,2
net.sy,3,2
mil.sy,3,2
com.sy,3,2
org.sy,3,2
sz,2,1
co.sz,3,2
ac.sz,3,2
org.sz,3,2
tc,2,1
td,2,1
tel,2,1
tf,2,1
tg,2,1
th,2,1
ac.th,3,2
co.th,3,2
go.th,3,2
in.th,3,2
mi.th,3,2
net.th,3,2
or.th,3,2
tj,2,1
ac.tj,3,2
biz.tj,3,2
co.tj,3,2
com.tj,3,2
edu.tj,3,2
go.tj,3,2
gov.tj,3,2
int.tj,3,2
mil.tj,3,2
name.tj,3,2
net.tj,3,2
nic.tj,3,2
org.tj,3,2
test.tj,3,2
web.tj,3,2
tk,2,1
tl,2,1
gov.tl,3,2
tm,2,1
com.tm,3,2
co.tm,3,2
org.tm,3,2
net.tm,3,2
nom.tm,3,2
gov.tm,3,2
mil.tm,3,2
edu.tm,3,2
tn,2,1
com.tn,3,2
ens.tn,3,2
fin.tn,3,2
gov.tn,3,2
ind.tn,3,2
intl.tn,3,2
nat.tn,3,2
net.tn,3,2
org.tn,3,2
info.tn,3,2
perso.tn,3,2
tourism.tn,3,2
edunet.tn,3,2
rnrt.tn,3,2
rns.tn,3,2
rnu.tn,3,2
mincom.tn,3,2
agrinet.tn,3,2
defense.tn,3,2
turen.tn,3,2
to,2,1
com.to,3,2
gov.to,3,2
net.to,3,2
org.to,3,2
edu.to,3,2
mil.to,3,2
tr,2,1
com.tr,3,2
info.tr,3,2
biz.tr,3,2
net.tr,3,2
org.tr,3,2
web.tr,3,2
gen.tr,3,2
tv.tr,3,2
av.tr,3,2
dr.tr,3,2
bbs.tr,3,2
name.tr,3,2
tel.tr,3,2
